pop	pop#	ntox	tox	toxse	normtox	normtoxse	viewer	background	noise	vord	dl	ds	euc	qt	qtse	normqt	dluvminus	dsuvminus	eucuvminus
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	bark	sp	d	0.610905946	0.018663311	0.610928492	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	heli	fix	d	0.283347801	0.617190912	0.366905331	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	heli	sp	d	0.283347801	0.617190912	0.366905331	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	leaf	fix	d	0.473454617	0.456898164	0.490539405	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	leaf	sp	d	0.473454617	0.456898164	0.490539405	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	bark	fix	v	1	0.307422873	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	bark	sp	v	1	0.307422873	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	heli	fix	v	1	0.013385652	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	heli	sp	v	1	0.013385652	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	leaf	fix	v	1	0.053621775	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	crab	leaf	sp	v	1	0.053621775	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	bark	fix	d	0.851922232	0.893158976	0.88990799	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	bark	sp	d	0.851922232	0.893158976	0.88990799	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	heli	fix	d	0.799033616	0.893163452	0.875679619	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	heli	sp	d	0.799033616	0.893163452	0.875679619	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	leaf	fix	d	0.82054218	0.893165853	0.879858867	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	leaf	sp	d	0.82054218	0.893165853	0.879858867	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	bark	fix	v	1	0.636907727	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	bark	sp	v	1	0.636907727	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	heli	fix	v	1	0.636888306	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	heli	sp	v	1	0.636888306	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	leaf	fix	v	1	0.636910534	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	pumilio	leaf	sp	v	1	0.636910534	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	bark	fix	d	0.86712092	0.960575709	0.868750795	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	bark	sp	d	0.86712092	0.960575709	0.868750795	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	heli	fix	d	0.829612241	0.961735527	0.833212771	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	heli	sp	d	0.829612241	0.961735527	0.833212771	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	leaf	fix	d	0.844505309	0.961302196	0.847194766	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	leaf	sp	d	0.844505309	0.961302196	0.847194766	7096.925269	395.8853616	0.822930297	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	bark	fix	v	1	0.698763209	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	bark	sp	v	1	0.698763209	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	heli	fix	v	1	0.706505327	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	heli	sp	v	1	0.706505327	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	leaf	fix	v	1	0.703600907	1	16946.69178	747.4060413	1	NA	NA	NA
BCO	3	5	1.398059996	0.100933011	0.813145998	0.058705116	snake	leaf	sp	v	1	0.703600907	1	16946.69178	747.4060413	1	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	heli	sp	d	0.432995273	0.09317716	0.355287427	3960.718585	301.8925942	0.459268655	0.432995273	0.083806778	0.354215325
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	bark	sp	d	0.04147561	0.298040219	0.119860988	3960.718585	301.8925942	0.459268655	0.04147561	0.277423984	0.112656707
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	leaf	sp	d	0.475849577	0.487254485	0.478483843	3960.718585	301.8925942	0.459268655	0.475849577	0.477160196	0.476151563
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	bark	fix	d	0.04147561	0.298040219	0.119860988	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	heli	fix	d	0.432995273	0.09317716	0.355287427	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	leaf	fix	d	0.475849577	0.487254485	0.478483843	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	bark	fix	v	0.820754292	0.544754924	0.839653019	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	bark	sp	v	0.820754292	0.544754924	0.839653019	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	heli	fix	v	0.76206158	0.614639917	0.829877204	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	heli	sp	v	0.76206158	0.614639917	0.829877204	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	leaf	fix	v	0.757401761	0.68315046	0.801723711	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	bird	leaf	sp	v	0.757401761	0.68315046	0.801723711	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	bark	fix	d	0.198635032	0.454872629	0.260197608	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	bark	sp	d	0.198635032	0.454872629	0.260197608	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	heli	fix	d	0.475992657	0.101658951	0.46001422	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	heli	sp	d	0.475992657	0.101658951	0.46001422	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	leaf	fix	d	0.084455082	0.19070073	0.104549817	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	leaf	sp	d	0.084455082	0.19070073	0.104549817	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	bark	fix	v	0.701518705	1	0.766193456	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	bark	sp	v	0.701518705	1	0.766193456	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	heli	fix	v	0.579969918	1	0.81706159	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	heli	sp	v	0.579969918	1	0.81706159	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	leaf	fix	v	0.642420219	1	0.796488567	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	crab	leaf	sp	v	0.642420219	1	0.796488567	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	bark	fix	d	0.659931743	0.742965145	0.699714028	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	bark	sp	d	0.659931743	0.742965145	0.699714028	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	heli	fix	d	0.5384703	0.742974284	0.640536344	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	heli	sp	d	0.5384703	0.742974284	0.640536344	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	leaf	fix	d	0.587865831	0.742980716	0.660433775	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	leaf	sp	d	0.587865831	0.742980716	0.660433775	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	bark	fix	v	0.845477013	0.998368435	0.909976992	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	bark	sp	v	0.845477013	0.998368435	0.909976992	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	heli	fix	v	0.803807778	0.998505362	0.910253716	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	heli	sp	v	0.803807778	0.998505362	0.910253716	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	leaf	fix	v	0.820087963	0.998444887	0.908961364	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	pumilio	leaf	sp	v	0.820087963	0.998444887	0.908961364	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	bark	fix	d	0.720878112	0.869792473	0.723290284	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	bark	sp	d	0.720878112	0.869792473	0.723290284	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	heli	fix	d	0.642088484	0.871407267	0.648302175	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	heli	sp	d	0.642088484	0.871407267	0.648302175	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	leaf	fix	d	0.673372426	0.870825047	0.677770919	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	leaf	sp	d	0.673372426	0.870825047	0.677770919	3960.718585	301.8925942	0.459268655	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	bark	fix	v	0.888489537	1	0.893575811	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	bark	sp	v	0.888489537	1	0.893575811	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	heli	fix	v	0.863144752	1	0.871344357	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	heli	sp	v	0.863144752	1	0.871344357	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	leaf	fix	v	0.872943348	1	0.879832464	8681.856378	263.2161542	0.512303905	NA	NA	NA
CA	8	5	0.626831596	0.03167816	0.364580637	0.018424795	snake	leaf	sp	v	0.872943348	1	0.879832464	8681.856378	263.2161542	0.512303905	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	heli	sp	d	0.017949766	0.08399901	0.051274348	5239.187742	777.0138298	0.607514686	0.017949766	0.081414079	0.049892901
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	bark	sp	d	0.343110812	0.169909578	0.323766612	5239.187742	777.0138298	0.607514686	0.343110812	0.142414823	0.321740353
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	leaf	sp	d	0.011418844	0.357053646	0.17111096	5239.187742	777.0138298	0.607514686	0.011418844	0.34843453	0.167465304
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	bark	fix	d	0.343110812	0.169909578	0.323766612	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	heli	fix	d	0.017949766	0.08399901	0.051274348	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	leaf	fix	d	0.011418844	0.357053646	0.17111096	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	bark	fix	v	0.92680549	0.515248291	0.940822208	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	bark	sp	v	0.92680549	0.515248291	0.940822208	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	heli	fix	v	0.902838476	0.593448821	0.956460861	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	heli	sp	v	0.902838476	0.593448821	0.956460861	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	leaf	fix	v	0.900935651	0.63685802	0.930016077	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	bird	leaf	sp	v	0.900935651	0.63685802	0.930016077	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	bark	fix	d	0.446046427	0.292682552	0.458957752	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	bark	sp	d	0.446046427	0.292682552	0.458957752	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	heli	fix	d	0.020298414	0.165621709	0.068685941	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	heli	sp	d	0.020298414	0.165621709	0.068685941	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	leaf	fix	d	0.25035684	0.050087603	0.247246386	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	leaf	sp	d	0.25035684	0.050087603	0.247246386	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	bark	fix	v	0.777733677	0.895416794	0.824013545	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	bark	sp	v	0.777733677	0.895416794	0.824013545	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	heli	fix	v	0.687221465	0.918937382	0.867158219	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	heli	sp	v	0.687221465	0.918937382	0.867158219	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	leaf	fix	v	0.733725548	0.915718819	0.85095644	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	crab	leaf	sp	v	0.733725548	0.915718819	0.85095644	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	bark	fix	d	0.765486662	0.788531744	0.796878635	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	bark	sp	d	0.765486662	0.788531744	0.796878635	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	heli	fix	d	0.681726041	0.788546857	0.756062279	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	heli	sp	d	0.681726041	0.788546857	0.756062279	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	leaf	fix	d	0.715789529	0.78854881	0.770145103	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	leaf	sp	d	0.715789529	0.78854881	0.770145103	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	bark	fix	v	0.887628592	0.985455957	0.944595138	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	bark	sp	v	0.887628592	0.985455957	0.944595138	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	heli	fix	v	0.857326106	0.985575796	0.949811469	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	heli	sp	v	0.857326106	0.985575796	0.949811469	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	leaf	fix	v	0.869165299	0.985523371	0.946856365	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	pumilio	leaf	sp	v	0.869165299	0.985523371	0.946856365	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	bark	fix	d	0.809830582	0.905716203	0.811475721	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	bark	sp	d	0.809830582	0.905716203	0.811475721	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	heli	fix	d	0.75615017	0.906888749	0.760199888	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	heli	sp	d	0.75615017	0.906888749	0.760199888	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	leaf	fix	d	0.777464332	0.906466471	0.78038064	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	leaf	sp	d	0.777464332	0.906466471	0.78038064	5239.187742	777.0138298	0.607514686	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	bark	fix	v	0.922511874	0.973716372	0.926759615	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	bark	sp	v	0.922511874	0.973716372	0.926759615	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	heli	fix	v	0.904899895	0.974136716	0.911633439	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	heli	sp	v	0.904899895	0.974136716	0.911633439	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	leaf	fix	v	0.911708896	0.973982419	0.917403003	10521.33698	765.16684	0.620849019	NA	NA	NA
CO	10	4	0.360050146	0.051502943	0.209414	0.029955375	snake	leaf	sp	v	0.911708896	0.973982419	0.917403003	10521.33698	765.16684	0.620849019	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	heli	sp	d	0.232489557	0.124254696	0.202047833	4194.916607	270.0793405	0.486425295	0.232489557	0.124283122	0.201951887
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	bark	sp	d	0.175593023	0.256554745	0.189505767	4194.916607	270.0793405	0.486425295	0.175593023	0.244343376	0.187196578
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	leaf	sp	d	0.269347657	0.486504416	0.331835832	4194.916607	270.0793405	0.486425295	0.269347657	0.48176381	0.33056238
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	bark	fix	d	0.175593023	0.256554745	0.189505767	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	heli	fix	d	0.232489557	0.124254696	0.202047833	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	leaf	fix	d	0.269347657	0.486504416	0.331835832	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	bark	fix	v	0.865976122	0.40577465	0.874382919	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	bark	sp	v	0.865976122	0.40577465	0.874382919	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	heli	fix	v	0.822090971	0.490981702	0.862363556	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	heli	sp	v	0.822090971	0.490981702	0.862363556	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	leaf	fix	v	0.818606776	0.554320455	0.84217261	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	bird	leaf	sp	v	0.818606776	0.554320455	0.84217261	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	bark	fix	d	0.349387965	0.161082247	0.354412165	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	bark	sp	d	0.349387965	0.161082247	0.354412165	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	heli	fix	d	0.198328633	0.382492045	0.244089325	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	heli	sp	d	0.198328633	0.382492045	0.244089325	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	leaf	fix	d	0.119552818	0.245462182	0.143224578	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	leaf	sp	d	0.119552818	0.245462182	0.143224578	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	bark	fix	v	0.775647816	0.800003036	0.812209421	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	bark	sp	v	0.775647816	0.800003036	0.812209421	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	heli	fix	v	0.684286191	0.844982019	0.839479952	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	heli	sp	v	0.684286191	0.844982019	0.839479952	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	leaf	fix	v	0.731226692	0.838827084	0.830978163	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	crab	leaf	sp	v	0.731226692	0.838827084	0.830978163	9900.668783	650.9375583	0.584224279	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	pumilio	bark	fix	d	0.722359767	0.781669192	0.759425116	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	pumilio	bark	sp	d	0.722359767	0.781669192	0.759425116	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	pumilio	heli	fix	d	0.623195607	0.781709517	0.71245655	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	pumilio	heli	sp	d	0.623195607	0.781709517	0.71245655	4194.916607	270.0793405	0.486425295	NA	NA	NA
PoSo	9	4	0.504582541	0.039401341	0.293477587	0.022916787	pumilio	leaf	fix	d	0.663523354	0.781700598	0.728397356	4194.916607	270.0793405	0.486425295	NA	NA	NA
